,url,title,location,price,post date,category,manufacturer,caliber,action,firearm type,postcontent
809,http://www.armslist.com/posts/5195809,For Sale:  556/223 Aero Texas Limited Semi Auto Rifle (New),"Dallas, Dallas, Texas","$ 1,500","Listed On: Sunday, February 21, 2016",Rifles,Rock River Arms                                                                                ,5.56×45mm NATO                                                                                ,Semi-automatic                                                                                ,Rifle,"556/223 Aero Precision Texas Limited Edition AR15 Semi Auto Rifle (New - Test Fired 5rds) - Forged Aero Precision Forged Match Upper/Lower - BCG Gunfighter Extended Charging Handle - Hogue Grip - Strike Industries Trigger Guard - Seekings Precision Bolt Release - Strike Industries Ejection Port Cover - Seekins Precision Mag Release - 15in Yankee Hill Diamond Free Float Handguard - Slanted Competition Muzzle Break - Magpul ACS Stock - 30rd Magazines (2) - 5lb Trigger Upgrade (Rock River Lower Parts) - Radical Arms 16in Barrel 1/10 Twist Barrel - Radical Arms AR15/M16 BCG (New) - New 35in Soft Gun Case (New) - TRADES CONSIDERED: Hunting Vehicles - High End 12ga Shotguns - Glock (41) - SCAR 17 Rifle - IWI Tavor - FN 5.7 Pistol - Bolt Action Rifles 338L - Individual Sale - Check UniversalGunSolutions.com for my other personal inventory.-----Cost Breakdown-----.....Build it Cheaper....Aero Texas Limited Edition Match Upper/Lower - $275.00Hogue Overmold Grip - $15.00Yankee Hill Diamond 15in Free Float Handguard - $155.00Radical Arms Match (New - BCG) - $135.00Radical Arms 16in Match Barrel - $175.00BCM Extended Charging Handle - $40.00Seekins Presicion BCG Release - $15.00MagPul ACS Stock - $75.00Radical Arms Buffer Assembly - $65.00Radical Arms Gas Block/Gas Tube - $55.00Competition  Muzzle Break - $55.002 Magazines - $20.00Aero Arms Lower Parts - $100.00Sub Total - $1,095.00.00Shipping/Tax - $150.00Final Total - $1,245.00Retail plus S-H&T - $1,775.00Savings ($530.00)     All my Personal Inventory is Guaranteed."
815,http://www.armslist.com/posts/5195815,For Sale:  Ammo sell or trade,"Foxlake, Chicago, Illinois",FREE,"Listed On: Sunday, February 21, 2016",Ammo,no type,no type,no type,no type,ammo for sell or trade. Let me know if anything interests you
816,http://www.armslist.com/posts/5195816,For Sale/Trade:  H&K 45USP V7 LEM HK 45 USP 45ACP,"Leeds, Birmingham, Alabama",$ 875,"Listed On: Sunday, February 21, 2016",Handguns,Heckler & Koch                                                                                ,45 ACP                                                                                ,Double Action                                                                                ,Pistol,TRU DOT NIGHT SIGHTSUsed 45ACP H&K 45USP V7 LEM Included:3 - 12 Round MagazinesHolster - See PhotosOriginal Box with paperwork.Ammunition seen in photos is NOT includedRED in photo #2 is not on pistol.FTF transaction. I will not ship.CCW permit and Bill of Sale required. Must be 21 or over.
817,http://www.armslist.com/posts/5195817,For Sale/Trade:  Glock 23 gen 3 FDE,"Virginia beach, Hampton Roads, Virginia",$ 500,"Listed On: Sunday, February 21, 2016",Handguns,Glock                                                                                ,40 cal                                                                                ,no type,Pistol,"Glock 23 gen 3 FDE. Comes with beaverton installed, extended slide stop, slug plug, 2 mags, 100 round pack of unopened winchester .40 cal, 26 rounds of self defense ammo. Left handed own holster, and original box. Kept in safe, carried for short amount of time. Only a couple mags fired down range. Bought at superior pawn indepepndence."
818,http://www.armslist.com/posts/5195818,For Sale:  no reserve bushmaster qrc,"texas, Texas, United States",$ 450,"Listed On: Sunday, February 21, 2016",Rifles,Bushmaster                                                                                ,5.56×45mm NATO                                                                                ,Semi-automatic                                                                                ,Rifle,"no reserve bushmaster qrc optics ready ar15 , flat top one 30 round mag, new in box gun, ALL FFL RULES APPLY, ESTATE GUN SALE , 3.5 % FOR cc, 50.00 SHIPPING."
819,http://www.armslist.com/posts/5195819,For Trade:  Sig Sauer 220 Carry SAO,"Bremerton, Tacoma, Washington",Offer,"Listed On: Sunday, February 21, 2016",Handguns,Sig Sauer                                                                                ,45 ACP                                                                                ,Single Action                                                                                ,Pistol,"I'm selling my very nice and fun to shoot Sig 220 Carry SAO. It's a single action only with a thumb safety. It comes with the original box and manual plus 2 magazines. This model comes with an accessory rail, night sights, and an extended beaver tail. Great gun but looking for more of a CCW pistol and not a combat weapon."
821,http://www.armslist.com/posts/5195821,For Sale:  s&w sigma 380 for sale,"29803, South Carolina, United States",$ 125,"Listed On: Sunday, February 21, 2016",Handguns,Smith & Wesson                                                                                ,380 ACP                                                                                ,Single Action                                                                                ,Pistol,SMITH AND WESSON SIGMA 380 FOR SALE. GUN SHOWS WEAR MARKS FROM YEARS OF CARRY.  GUN HAS  BEEN SHOT VERY LITTLE BUT SHOWS WEAR ON OUTSIDE FROM YEARS OF CARRY.  i AM LOCATED IN AIKEN.
822,http://www.armslist.com/posts/5195822,For Sale/Trade:  NIB Mossberg 500 Super Bantam 20ga Slug Gun,"North, Green Bay, Wisconsin",$ 250,"Listed On: Friday, February 26, 2016",Shotguns,Mossberg                                                                                ,20 Gauge                                                                                ,Pump Action                                                                                ,Shotgun,"Here is a New-in-box Mossberg 500 20ga Super Bantam pump slug gun.  Comes with a fully rifled slug barrel and quality Williams open sights - also drilled and tapped for a scope base.  This is a unique shotgun because it comes with 2 sets of stock spacers to accomodate a smaller, or larger shooter as they grow older.   Barrels are all interchangeable with other Mossberg 500 guns if you decide to add a field barrel later. This would also be a great brush or truck gun.  Gun is unfired, I only assembled it to take a picture."
826,http://www.armslist.com/posts/5195826,For Sale:  Ar15 Pistol,"Marietta Ohio, Columbus, Ohio",$ 600,"Listed On: Sunday, February 21, 2016",Handguns,no type,223/5.56 NATO,no type,no type,Ar15 pistol. Anderson lower. PSA lower parts kit. Magpul Moe pistol grip in flat dark earth.  Shockwave pistol brace with Shockwave tube. 7.5 inch stainless steel barrel with key mod rail. Bushnell Ar red dot optic. Foward assist and dust cover. Located at 45750 Marietta ohio
827,http://www.armslist.com/posts/5195827,For Sale:  Kimber Ultra CDP II w/Crimson Trace,"Eaton Rapids, Lansing, Michigan","$ 1,200","Listed On: Monday, February 22, 2016",Handguns,Kimber                                                                                ,45 ACP                                                                                ,Single Action                                                                                ,Pistol,Kimber Ultra CDP II w/ Crimson Trace & night sights. Comes with 2 mags. Has been carried and fired. Great weapon.$1200 Will entertain fair trade offersLocated in Eaton RapidsAll Local and State Laws Apply!text if interested REDACTED
828,http://www.armslist.com/posts/5195828,For Sale:  Marlin xs 243,"Jamestown tn., Cookeville, Tennessee",$ 350,"Listed On: Sunday, February 21, 2016",Rifles,Marlin                                                                                ,243 Winchester                                                                                ,Bolt Action                                                                                ,Rifle,505ThanksLike new marlin xs 243 with bsa 4--12 x40 scope. Everything bought new and hunted with a few times. Excellent shape. Will sell for 360.00 or trade. Trade value 450.00  Looking for remington 870 wingmaster.  Call/text  REDACTED Thanks
830,http://www.armslist.com/posts/5195830,For Sale/Trade:  Springfield M1911A1 SS,"Springfield, Nashville, Tennessee",$ 650,"Listed On: Sunday, February 21, 2016",Handguns,Springfield                                                                                ,45 ACP                                                                                ,no type,Pistol,"Stainless Springfield 1911, comes with 2 sets of grips (factory wood grips and Magpul grips) and holster. Very nice shooting gun. I'll consider trades and cash offers. $650obo Text 6one5-336-6143"
834,http://www.armslist.com/posts/5195834,For Sale:  Gun dealer,"Corbin, Lexington, Kentucky",$ 439,"Listed On: Sunday, February 21, 2016",Handguns,no type,9mm Luger (9x19),no type,no type,9mm new
837,http://www.armslist.com/posts/5195837,For Sale:  Two model 1917 Remington 30-06 rifles,"Rochester,Wa, Washington, United States",$ 300,"Listed On: Sunday, February 21, 2016",Rifles,Remington                                                                                ,30-06 Springfield                                                                                ,Bolt Action                                                                                ,Rifle,"I have two model 1917 30-06 rifles made by Remington. Both are in great condition with great blueing, cheek rest stocks. Cheek rests don't show in picture as they are on other sde. Both have slings, one leather. One has lyman style target peep sight other has 3x9x40 japan made scope. Both have great bores and rifling and shoot great. Strong mauser style actions. Lots of infro on these rifles on internet. Lots of history on these military rifles and getting hard to find. Call for more infro, REDACTED. $300 or $350 with one with scope."
