,Title,Release.Date,Primary.Genre,Actors,acum_real
3316,èéå£«æç¢ (Saint Seiya: Legend of Sanctuary),09/25/2014,Animation,"Kaito Ishikawa, Kenji Akabane, Kenji Nojima, Nobuhiko Okamoto",26749673.6599999
3317,Draft Day,08/28/2014,Drama,"Chadwick Boseman, Denis Leary, Ellen Burstyn, Frank Langella, Jennifer Garner, Kevin Costner, Sean 'P. Diddy' Combs",4684225.64
3321,"Boy Next Door, The",03/20/2015,Suspense,"Adam Hicks, Bailey Chase, Brian Mahoney, Hill Harper, Ian Nelson, Jack Wallace, Jennifer Lopez, John Corbett, Kent Avenido, Kristin Chenoweth, Lexi Atkins, Raquel Gardner, Ryan Guzman, Travis Schuldt",20893476.7499995
3322,Jason Bourne,08/26/2016,Action,"Alicia Vikander, Ato Essandoh, Julia Stiles, Matt Damon, Riz Ahmed, Scott Shepherd, Tommy Lee Jones, Vincent Cassel",70065068.950003
3324,"Horas muertas, Las",05/15/2014,Drama,"Adriana Paz, Eliseo Lara Martinez, Kristyan Ferrer, Rebeca Villacorte",177164.48
3327,Tierra de Maria,12/11/2014,Documentary,"Carmen Losa, Clara Cotelo, Cristina Ruiz, Elena Sanchez, Emilio Ruiz, Juan Manuel Cotelo, Lucia Ros, Luis Roig, Ruben Fraile",5217935.7000001
3328,X-Men: Apocalypse,05/19/2016,Action,"Alexandra Shipp, Evan Peters, James McAvoy, Jennifer Lawrence, Kodi Smit-McPhee, Lucas Till, Michael Fassbender, Nicholas Hoult, Olivia Munn, Oscar Isaac, Rose Byrne, Sophie Turner, Tye Sheridan",309999875.750002
3329,Inherent Vice,03/27/2015,Drama,"Benicio Del Toro, Eric Roberts, Jena Malone, Joanna Newsom, Joaquin Phoenix, Josh Brolin, Katherine Waterston, Keith Jardine, Martin Short, Maya Rudolph, Owen Wilson, Peter McRobbie, Reese Witherspoon, Sasha Pieterse, Timothy C. Simons",1441199.09999993
3330,San Andreas,05/29/2015,Action,"Alec Utgoff, Alexandra Daddario, Archie Panjabi, Art Parkinson, Carla Gugino, Colton Haynes, Dwayne Johnson, Hugo Johnstone-Burt, Ioan Gruffudd, Kylie Minogue, Matt Gerald, Morgan Griffin, Todd Williams, Will Yun Lee",464978963.460005
3332,Child 44,04/24/2015,Drama,"Charles Dance, Dev Patel, Gary Oldman, Jason Clarke, Joel Kinnaman, Noomi Rapace, Paddy Considine, Tara Fitzgerald, Tom Hardy, Vincent Cassel",5939428.85000002
3334,Lucy,08/28/2014,Science Fiction,"Amr Waked, Analeigh Tipton, Cedric Chevalme, Christophe Tek, Claire Tran, Frederic Chau, Jan Oliver Schroeder, Mason Lee, Min-sik Choi, Morgan Freeman, Pilou Asbaek, Scarlett Johansson, Yvonne Gradelet",160198741.92
3336,"Famille BÃ©lier, La",02/27/2015,Comedy,"Eric Elmosnino, Francois Damiens, Karin Viard, NoÃ«l Sorrente, Roxane Duran",6204118.24999996
3337,Manto Acuifero,09/03/2015,Drama,"Arnoldo Picazzo, Tania Arredondo, Zaili Sofia Macias",119093.39999979199
3338,Pan,10/09/2015,Adventure,"Adeel Akhtar, Amanda Seyfried, Bronson Webb, Cara Delevingne, Deborah Rosan, Emerald Fennell, Garrett Hedlund, Hugh Jackman, Julian Seager, Kathy Burke, Levi Miller, Nonso Anozie, Paul Kaye, Rooney Mara, Spencer Wilding",119920682.19999799
3340,God's Not Dead,04/04/2014,Drama,"David A.R. White, Dean Cain, Kevin Sorbo, Korie Robertson, Shane Harper, Willie Robertson",20892746.5
3341,Calle Lopez,12/13/2013,Documentary,,39405.0
3343,Gods Of Egypt,02/26/2016,Action,"Abbey Lee Kershaw, Brenton Thwaites, Chadwick Boseman, Courtney Eaton, Elodie Yung, Geoffrey Rush, Gerard Butler, Nikolaj Coster-Waldau, Rufus Sewell",84923564.5999995
3344,"Divergent Series: Allegiant, The",03/18/2016,Action,"Ansel Elgort, Bill Skarsgard, Jeff Daniels, Jonny Weston, Keiynan Lonsdale, Maggie Q, Miles Teller, Nadia Hilker, Naomi Watts, Octavia Spencer, Ray Stevenson, Shailene Woodley, Theo James, Zoe Kravitz",91226029.93000029
3345,Fango,07/17/2015,Drama,"Claudio Mino, Nadia Batista, Olga Obregon, Oscar Genova",75385.0000000647
3348,Ice Age: Collision Course,07/01/2016,Animation,"Chris Wedge, Denis Leary, John Leguizamo, Keke Palmer, Queen Latifah, Ray Romano, Wanda Sykes",417583116.329997
3349,Erotica Luz de Luna,12/19/2013,Drama,"Amara Villafuerte, Bruno Bichir, Diana Garcia, Sharon Zundel",51384.32
3352,Nightcrawler,11/06/2014,Suspense,"Ann Cusack, Anne McDaniels, Bill Paxton, Eric Lange, Jake Gyllenhaal, Jamie McShane, Kathleen York, Kevin Rahm, Rene Russo, Riz Ahmed",3249600.47000004
3353,Cell,07/22/2016,Horror,"John Cusack, Samuel L. Jackson",6479714.50000161
3354,Trainwreck,10/16/2015,Comedy,"Amy Schumer, Bar Paly, Bill Hader, Brie Larson, Daniel Radcliffe, Ezra Miller, John Cena, Jon Glaser, Josh Segarra, Katy Mixon, Marisa Tomei, Method Man, Randall Park, Vanessa Bayer",6466622.05000215
3356,If I Stay,08/28/2014,Drama,"Aliyah O'Brien, Chloe Grace Moretz, Jakob Davies, Jamie Blackley, Joshua Leonard, Lauren Lee Smith, Mireille Enos, William C. Vaughan",38340413.04
3357,"Second Best Exotic Marigold Hotel, The",05/08/2015,Comedy,"Bill Nighy, Celia Imrie, David Strathairn, Dev Patel, Diana Hardcastle, Judi Dench, Lillete Dubey, Maggie Smith, Penelope Wilton, Richard Gere, Ronald Pickup, Shazad Latif, Tamsin Greig, Tena Desae",5761296.35000041
3358,Let's Be Cops,01/08/2015,Comedy,"Andy Garcia, Damon Wayans Jr., Jake M. Johnson, James D'Arcy, Keegan Michael Key, Nina Dobrev, Rob Riggle",11267727.170000099
3359,Sing,12/21/2016,Animation,"Jennifer Hudson, Jennifer Saunders, John C. Reilly, Leslie Jones, Matthew McConaughey, Nick Kroll, Nick Offerman, Peter Serafinowicz, Reese Witherspoon, Rhea Perlman, Scarlett Johansson, Seth MacFarlane, Taron Egerton, Tori Kelly",259149816.00998598
3363,"Drop, The",12/25/2014,Drama,"Ann Dowd, Elizabeth Rodriguez, Erin Darke, James Frecheville, James Gandolfini, John Ortiz, Lauren Susan, Matthias Schoenaerts, Michael Aronov, Michael Esper, Morgan Spector, Noomi Rapace, Tom Hardy",3200723.05
3367,John Doe: Vigilante,04/24/2015,Drama,"Gary Abrahams, Jamie Bamber, Lachy Hulme, Sam Parsonson",295221.49999955803
3376,Pitch Perfect 2,08/06/2015,Comedy,"Adam DeVine, Alexis Knapp, Anna Camp, Anna Kendrick, Birgitte Hjort Sorensen, Elizabeth Banks, Flula Borg, Hailee Steinfeld, Hana Mae Lee, John Michael Higgins, Katey Sagal, Kelley Jakle, Rachel Marie Burgess, Rebel Wilson, Shelley Regner, Skylar Astin, Utkarsh Ambudkar",10867334.5999991
3377,Everest (2015),09/16/2015,Drama,"Emily Watson, Jake Gyllenhaal, Jason Clarke, John Hawkes, Josh Brolin, Keira Knightley, Michael Kelly, Robin Wright, Sam Worthington",109966920.299997
3378,"As Above, So Below",09/18/2014,Suspense,"Ali Marhyar, Ben Feldman, Cosme Castro, Edwin Hodge, FranÃ§ois Civil, Hamidreza Javdan, Marion Lambert, Perdita Weeks, Samuel Aouizerate",21140913.64
3379,Crimson Peak,10/30/2015,Horror,"Bruce Gray, Burn Gorman, Charlie Hunnam, Doug Jones, Emily Coutts, Javier Botet, Jessica Chastain, Jim Beaver, Kimberly-Sue Murray, Leslie Hope, Mia Wasikowska, Tom Hiddleston",98232680.7300008
3380,"Hard Day's Night, A (re: 2014)",12/04/2014,Comedy,"George Harrison, John Lennon, Norman Rossington, Paul McCartney, Ringo Starr, Victor Spinetti, Wilfred Brambell",2187909.49999986
3381,Mandariinid,07/31/2016,Drama,"Elmo Nuganen, Giorgi Nakashidze, Lembit Ulfsak, Misha Meskhi, Raivo Trass",162939.999999966
3382,Boyhood,01/01/2015,Drama,"Ellar Coltrane, Ethan Hawke, Evie Thompson, Nick Krause, Patricia Arquette",7647484.3100013
3387,"Legend Of Tarzan, The",07/08/2016,Action,"Alexander SkarsgÃ¥rd, Christoph Waltz, Djimon Hounsou, Jim Broadbent, Margot Robbie, Samuel L. Jackson, Sidney Ralitsoele",256403622.39999598
3388,Man From U.N.C.L.E.,09/03/2015,Action,"Alicia Vikander, Armie Hammer, Elizabeth Debicki, Henry Cavill, Hugh Grant, Jared Harris, Luca Calvani",32701611.150001
3389,Run All Night,04/17/2015,Action,"Beau Knapp, Boyd Holbrook, Common, Ed Harris, Genesis Rodriguez, Holt McCallany, James Martinez, Joel Kinnaman, John Cenatiempo, Julian Murdoch, Liam Neeson, Malcolm Goodwin, Stefano Villabona, Vincent D'Onofrio",57598213.70000071
3390,Focus,03/06/2015,Comedy,"Adrian Martinez, B.D. Wong, Brennan Brown, Dominic Fumusa, Don Yesso, Gerald McRaney, Griff Furst, Margot Robbie, Rodrigo Santoro, Stephanie Honore, Will Smith",135046409.249998
3393,"Age Of Adaline, The",05/08/2015,Drama,"Amanda Crew, Blake Lively, Ellen Burstyn, Harrison Ford, Kathy Baker, Michiel Huisman",41579566.349998794
3395,"Hologram For The King, A",06/09/2016,Drama,"David Menkin, Omar Elba, Sarita Choudhury, Tom Hanks, Tom Skerritt, Tracey Fairaway",12391047.5000013
3396,"Theory of Everything, The",01/08/2015,Drama,"Alice Orr-Ewing, David Thewlis, Eddie Redmayne, Emily Watson, Felicity Jones, Finlay Wright-Stephens, Gruffudd Glyn, Guy Oliver-Watts, Harry Lloyd, Michael Marcus, Paul Longley, Simon McBurney, Sophie Perry, Thomas Morrison, Tom Prior",38046476.1000007
3397,Suffragette,12/11/2015,Drama,"Anne-Marie Duff, Ben Whishaw, Brendan Gleeson, Carey Mulligan, Helena Bonham Carter, Meryl Streep, Natalie Press, Romola Garai",3024349.80000141
3398,Pride (2014),06/26/2015,Drama,"Andrew Scott, Ben Schnetzer, Bill Nighy, Dominic West, Faye Marsay, Freddie Fox, George MacKay, Imelda Staunton, Jessie Cave, Joseph Gilgun, Liz White, Paddy Considine, Sophie Evans",2650887.44999987
3402,"Imitation Game, The",02/05/2015,Drama,"Allen Leech, Ancuta Breaban, Benedict Cumberbatch, Charles Dance, Hannah Flynn, James Northcote, Keira Knightley, Mark Strong, Matthew Beard, Matthew Goode, Rory Kinnear, Steven Waddington, Tom Goodman-Hill, Tuppence Middleton",36715956.149999395
3407,Love & Mercy,02/19/2016,Drama,"Brett Davern, Dee Wallace, Elizabeth Banks, Graham Rogers, Jake Abel, Joanna Going, John Cusack, Kenny Wormald, Paul Dano, Paul Giamatti",116235.69999976
3409,Entourage,07/30/2015,Comedy,"Adrian Grenier, Billy Bob Thornton, Constance Zimmer, Emily Ratajkowski, Emmanuelle Chriqui, Haley Joel Osment, Jeremy Piven, Jerry Ferrara, Kevin Connolly, Kevin Dillon, Kid Cudi, Mark Wahlberg, Ronda Rousey",2642419.70000031
3410,"Intern, The",10/01/2015,Comedy,"Adam DeVine, Anders Holm, Andrew Rannells, Anne Hathaway, Drena De Niro, Jason Orley, Linda Lavin, Nat Wolff, Peter Vack, Reid Scott, Rene Russo, Robert De Niro, Zack Pearlman",97640503.9499972
3411,How To Be Single,02/19/2016,Comedy,"Alison Brie, Anders Holm, Dakota Johnson, Damon Wayans Jr., Jake Lacy, Jason Mantzoukas, Leslie Mann, Nicholas Braun, Rebel Wilson",34101354.1999981
3412,Annabelle,10/23/2014,Horror,"Alfre Woodard, Annabelle Wallis, Brian Howe, Eric Ladin, Gabriel Bateman, Michelle Romano, Morganna May, Shiloh Nelson, Tony Amendola, Ward Horton",215776162.09
3413,"Conjuring 2, The",06/09/2016,Horror,"Benjamin Haigh, Frances O'Connor, Franka Potente, Lauren Esposito, Madison Wolfe, Maria Doyle Kennedy, Patrick McAuley, Patrick Wilson, Simon Delaney, Simon McBurney, Vera Farmiga",351294050.020011
3414,"Buen Dia, Ramon",08/21/2014,Comedy,"Adriana Barraza, Anna Haack, Arcelia RamÃ­rez, Esther Maria Pietsch, Franziska Kruse, Hector Kotsifakis, Ingeborg SchÃ¶ner, Karl Friedrich, Kristyan Ferrer, Luis Rosales, Marcel Batangtaris, MichÃ¨le Akouvi MÃ¼ller, RÃ¼diger Evers",62484692.2
3417,Goosebumps,10/23/2015,Adventure,"Amy Ryan, Benjamin J. Papac, Dylan Minnette, Ella Wahlestedt, Halston Sage, Jack Black, Jillian Bell, Karan Soni, Ken Marino, Odeya Rush, Steven Krueger",117165192.479996
3419,Good People,01/01/2015,Suspense,"Anna Friel, Diarmaid Murtagh, James Franco, Kate Hudson, Omar Sy, Sam Spruell, Tom Wilkinson",12738932.8
3420,"Vatican Tapes, The",08/06/2015,Suspense,"Alex Sparrow, Djimon Hounsou, Dougray Scott, John Patrick Amedori, Kathleen Robertson, Michael Pena, Olivia Taylor Dudley, Peter Andersson",47078441.199998796
3422,Whiplash,01/23/2015,Drama,"J.K. Simmons, Melissa Benoist, Miles Teller, Paul Reiser",17197720.3700017
3426,Canon (Fidelidad al limite),03/21/2014,Drama,"Humberto Zurita, Mariana Seoane, Monica Dione, Plutarco Haza",1408454.78
3427,"Vida Despues, La",10/23/2015,Drama,"Americo Hollander, Maria Renee Prudencio, Rodrigo Azuela",108131.999999946
3430,Samba,10/23/2015,Drama,"Charlotte Gainsbourg, Izia Higelin, Jules Abel Logel, Omar Sy, Tahar Rahim, Yilin Yang",2578169.44999954
3433,Todos estÃ¡n muertos,10/16/2015,Drama,"Alejandro RodrÃ­guez, AngÃ©lica AragÃ³n, Christian Bernal, Elena Anaya, Macarena GarcÃ­a, Nahuel PÃ©rez Biscayart, Patricia Reyes SpÃ­ndola, Patrick Criado",498816.299999573
3436,"Petit Prince, Le",11/13/2015,Animation,"Albert Brooks, Benicio Del Toro, Bud Cort, James Franco, Jeff Bridges, Mackenzie Foy, Marion Cotillard, Paul Giamatti, Paul Rudd, Rachel McAdams, Ricky Gervais, Riley Osborne",95773775.8200022
3438,Gloria (dir. Keller),01/01/2015,Drama,"Arturo Vazquez, Estefania Villarreal, Estrella Solis, Magali Boysselle, Marco Perez, Osvaldo Rios, Paula Serrano, Sofia Espinosa, Tatiana del Real, Ximena Romo",29016953.0
3441,Taken 3,01/30/2015,Action,"Al Sapienza, Andrew Howard, Dougray Scott, Dylan Bruno, Famke Janssen, Forest Whitaker, Jon Gries, Jonny Weston, Judi Beecher, Leland Orser, Liam Neeson, Maggie Grace, Sam Spruell, Stefanie Kleine",149325747.230001
3442,"Martian, The",10/01/2015,Action,"Aksel Hennie, Brian Caspe, Chiwetel Ejiofor, Donald Glover, Jeff Daniels, Jessica Chastain, Kate Mara, Kristen Wiig, Lili Bordan, Mackenzie Davis, Matt Damon, Michael Pena, Naomi Scott, Sean Bean, Sebastian Stan",124452493.699993
3445,Paul Blart: Mall Cop 2,04/17/2015,Comedy,"Adhir Kalyan, Ana Gasteyer, Chelsea Vincent, Daniella Alonso, David Henrie, D.B. Woodside, Eduardo Verastegui, Gary Valentine, Kevin James, Loni Love, Nicholas Turturro, Raini Rodriguez, Shelly Desai, Steffiana De La Cruz",85936247.29999492
3451,Life Itself,02/27/2015,Documentary,"Martin Scorsese, Roger Ebert, Werner Herzog",87555.4499998961
3456,Woman In Gold,07/02/2015,Drama,"Antje Traue, Charles Dance, Daniel BrÃ¼hl, Elizabeth McGovern, Helen Mirren, Jonathan Pryce, Katie Holmes, Max Irons, Moritz Bleibtreu, Ryan Reynolds, Tatiana Maslany",15244112.600000199
3458,What We Do In The Shadows,07/02/2015,Comedy,"Ben Fransham, Cori Gonzalez-Macuer, Jackie van Beek, Jemaine Clement, Jonathan Brugh, Leroy Cross, Rhys Darby, Stuart Rutherford, Taika Waititi",227903.99999976897
3459,Birdman,11/13/2014,Comedy,"Amy Ryan, Andrea Riseborough, Edward Norton, Emma Stone, Marian Volk, Merritt Wever, Michael Keaton, Naomi Watts, Natalie Gold, Zach Galifianakis",56312752.3799989
3460,"Pact II, The",02/20/2015,Horror,"Amy Pietz, Camilla Luddington, Patrick Fischler, Scott Michael Foster",2558518.99999992
3461,Bird People,06/26/2015,Drama,"Clark Johnson, Josh Charles, Mathieu Amalric, Radha Mitchell",1535793.94999954
3462,Magic Mike XXL,09/16/2015,Drama,"Adam Rodriguez, Alex Pettyfer, Amber Heard, Andie MacDowell, Channing Tatum, Donald Glover, Elizabeth Banks, Gabriel Iglesias, Jada Pinkett Smith, Joe Manganiello, Matt Bomer, Michael Strahan, Rhoda Griffis, Stephen Boss",3985329.1999986
3466,Manakamana,10/16/2015,Documentary,,42414.9999998304
3468,"Night Before, The",12/11/2015,Comedy,"Anthony Mackie, Jillian Bell, Joseph Gordon-Levitt, Lizzy Caplan, Michael Shannon, Mindy Kaling, Seth Rogen",980987.0999998309
3472,Ben-Hur,08/19/2016,Drama,"Ayelet Zurer, Jack Huston, Marwan Kenzari, Moises Arias, Morgan Freeman, Nazanin Boniadi, Pilou Asbaek, Rodrigo Santoro, Sofia Black-D'Elia, Toby Kebbell",123502318.849996
3473,Finding Fela,02/12/2016,Documentary,,78399.9999998549
3479,"Padre de Gardel, El",05/27/2016,Documentary,,33670.00000018
3481,London Has Fallen,03/11/2016,Action,"Aaron Eckhart, Angela Bassett, Gerard Butler, Jackie Earle Haley, Mehdi Dehbi, Melissa Leo, Morgan Freeman, Radha Mitchell, Waleed Zuaiter",72740818.3000048
3485,"Most Violent Year, A",05/08/2015,Suspense,"Albert Brooks, Alessandro Nivola, Ashley Williams, Catalina Sandino Moreno, Christopher Abbott, David Oyelowo, Elyes Gabel, Glenn Fleshler, Jessica Chastain, John Procaccino, Oscar Isaac, Peter Gerety",2366343.10000058
3486,Ricki And The Flash,09/10/2015,Comedy,"Ben Platt, Charlotte Rae, Doris McCarthy, Kevin Kline, Lisa Joyce, Mamie Gummer, Maria Di Angelis, Meryl Streep, Rick Springfield, Sebastian Stan",4803268.45000283
3487,"Walk, The",10/16/2015,Drama,"Benedict Samuel, Ben Kingsley, Ben Schwartz, Charlotte Le Bon, James Badge Dale, Jason Blicker, Jason Deline, Joseph Gordon-Levitt, Sergio Di Zio, Steve Valentine",28495381.250002697
3488,Vacation,08/14/2015,Comedy,"Beverly D'Angelo, Charlie Day, Chevy Chase, Chris Hemsworth, Christina Applegate, Ed Helms, Elizabeth Gillies, Kaitlin Olson, Keegan Michael Key, Leslie Mann, Michael Pena, Nick Kroll, Regina Hall, Skyler Gisondo, Tim Heidecker",78353154.1500057
3490,"Voices, The",08/06/2015,Comedy,"Anna Kendrick, Ella Smith, Gemma Arterton, Gulliver McGrath, Jacki Weaver, Paul Brightwell, Ryan Reynolds, Stephanie Vogt",1261240.8
3491,Hot Pursuit,06/26/2015,Comedy,"Christopher Heskey, Harley Graham, Jodi Lyn Brockton, John Carroll Lynch, Justin Lebrun, Kenneth Kynt Bryan, Matthew Del Negro, Michael Mosley, Mike Birbiglia, Reese Witherspoon, Richard T. Jones, Robert Kazinsky, Sofia Vergara",42417312.5499976
3492,Wild,01/16/2015,Drama,"Brian Van Holt, Charles Baker, Gaby Hoffmann, J.D. Evermore, Kevin Rankin, Laura Dern, Michiel Huisman, Reese Witherspoon, Thomas Sadoski, W. Earl Brown",4445115.85999992
3494,Fantastic Beasts And Where To Find Them,11/18/2016,Adventure,"Alison Sudol, Colin Farrell, Dan Fogler, Eddie Redmayne, Ezra Miller, Jon Voight, Katherine Waterston, Ron Perlman, Samantha Morton",296945668.31
3495,"Analfabetas, Las",12/11/2015,Drama,"Paulina GarcÃ­a, Valentina Muhr",196145.00000006802
3496,Don Gato y su Pandilla 2,10/30/2015,Animation,"Ben Diskin, David Boat, David Hoffman",54105749.699998796
3500,Palmeras en la Nieve,03/04/2016,Drama,"Adriana Ugarte, Fernando Cayo, Laia Costa, Macarena Garcia, Mario Casas, Petra Martinez",1711983.39999937
3501,"Forest, The",02/19/2016,Horror,"Eoin Macken, Natalie Dormer, Stephanie Vogt, Taylor Kinney",21434042.699999303
3502,Neighbors 2: Sorority Rising,05/27/2016,Comedy,"Abbi Jacobson, Beanie Feldstein, Billy Eichner, Carla Gallo, Chloe Grace Moretz, Dave Franco, Hannibal Buress, Ike Barinholtz, Jerrod Carmichael, Kiersey Clemons, Lisa Kudrow, Rose Byrne, Selena Gomez, Seth Rogen, Zac Efron",64188350.3000015
3505,Point Break,01/08/2016,Action,"Bojesse Christopher, Clemens Schick, Delroy Lindo, Edgar Ramirez, Jaymes Butler, Judah Lewis, Luke Bracey, Matias Varela, Nikolai Kinski, Numan Acar, Ray Winstone, Senta Dorothea Kirschner, Teresa Palmer, Tobias Santelmann",93341390.0300003
3508,Plemya,10/02/2015,Drama,"Alexander Dsiadevich, Grigoriy Fesenko, Ivan Tishko, Rosa Babiy, Yana Novikova, Yaroslav Biletskiy",195094.999999796
3509,Turist,01/29/2015,Drama,"Brady Corbet, Clara Wettergren, Fanni Metelius, Jakob Granqvist, Johannes Kuhnke, Kristofer Hivju, Lisa Loven Kongsli, Vincent Wettergren",838266.5000002921
3511,No Escape,09/25/2015,Suspense,"Lake Bell, Owen Wilson, Pierce Brosnan, Sterling Jerins",38203349.399996705
3515,Sausage Party,10/07/2016,Animation,"Bill Hader, Conrad Vernon, Danny McBride, David Krumholtz, Edward Norton, James Franco, Jonah Hill, Kristen Wiig, Michael Cera, Nick Kroll, Paul Rudd, Salma Hayek, Seth Rogen",11878840.900000801
3516,Scouts Guide To The Zombie Apocalypse,11/13/2015,Horror,"David Koechner, Joseph Morgan, Logan Miller, Patrick Schwarzenegger, Sarah Dumont, Tye Sheridan",34909533.7000032
3517,Sinister 2,09/03/2015,Horror,"Dartanian Sloan, James Ransone, John Beasley, Lea Coco, Robert Daniel Sloan, Shannyn Sossamon, Tate Ellington",40965823.050006
3520,"Last Witch Hunter, The",10/30/2015,Action,"Elijah Wood, Isaach De Bankole, Joseph Gilgun, Julie Engelbrecht, Michael Caine, Olafur Darri Olafsson, Rena Owen, Rose Leslie, Vin Diesel",70157116.999998
3521,Ouija: Origin Of Evil,10/21/2016,Horror,"Annalise Basso, Doug Jones, Elizabeth Reaser, Eve Gordon, Henry Thomas, Lincoln Melcher, Lin Shaye, Lulu Wilson, Parker Mack",98498752.6300001
3522,"Visit, The",09/25/2015,Horror,"Benjamin Kanes, Deanna Dunagan, Ed Oxenbould, Kathyrn Hahn, Olivia DeJonge, Peter McRobbie, Shelby Lackman",29229271.4500015
3527,Hitman: Agent 47,08/20/2015,Action,"Ciaran Hinds, Dan Bakkedahl, Emilio Rivera, Hannah Ware, Jerry Hoffmann, Joe Toedtling, Rolf Kanies, Rupert Friend, Thomas Kretschmann, Zachary Quinto",42673283.049998
3528,"Salt of the Earth, The",04/30/2015,Documentary,SebastiÃ£o Salgado,3734554.60000048
3529,Dariela los Martes,12/04/2014,Drama,"Mauricio T. Valle, Paola NÃºÃ±ez, Rafael SimÃ³n",406086.349999983
3531,Knock Knock,09/10/2015,Suspense,"Aaron Burns, Ana de Armas, Colleen Camp, Ignacia Allamand, Keanu Reeves, Lorenza Izzo",7523543.5499991
3537,Mechanic: Resurrection,09/09/2016,Action,"Jason Statham, Jessica Alba, Michelle Yeoh, Sam Hazeldine, Tommy Lee Jones",61972979.6999974
3538,Brooklyn,02/05/2016,Drama,"Domhnall Gleeson, Emily Bett Rickards, Emory Cohen, Jim Broadbent, Julie Walters, Saoirse Ronan",11619531.7999985
3539,Still Alice,02/20/2015,Drama,"Alec Baldwin, Hunter Parrish, Julianne Moore, Kate Bosworth, Kristen Stewart",11348120.0499993
